13766,1
13945,1
14119,1
14534,1
14835,1
14889,1
14896,1
14899,1
14941,1
14963,2
15072,1
15084,1
15123,1
15261,1
15354,1
15388,1
15395,1
15402,1
15514,1
15526,1
15565,1
15571,1
15604,1
15686,1
15709,1
15747,1
15776,1
15789,1
15792,1
15808,1
15818,1
15833,1
15837,1
15878,1
15939,1
15942,1
15984,1
16029,1
16041,1
16045,1
16100,1
16131,2
16150,1
16163,1
16227,1
16234,1
16278,1
16285,1
16301,1
16336,1
16391,1
16394,1
16432,1
16464,1
16473,1
16474,1
16477,1
16496,1
16503,1
16532,1
16547,1
16554,1
16573,1
16624,1
16646,1
16647,1
16682,1
16691,1
16698,1
16704,1
16726,1
16733,1
16736,1
16743,1
16768,1
16790,1
16796,1
16806,1
16816,1
16832,1
16839,1
16858,1
16870,1
16893,1
16909,1
16912,1
16924,1
16932,1
16935,1
16938,1
16944,1
16951,1
16960,1
16963,2
16976,1
16982,1
16989,1
16992,1
16995,1
17001,2
17024,2
17034,1
17040,1
17050,1
17056,1
17059,1
17069,1
17072,1
17075,1
17079,1
17085,1
17088,1
17097,1
17101,1
17104,1
17107,1
17113,1
17126,1
17129,1
17130,1
17132,2
17133,1
17136,2
17152,1
17174,1
17175,1
17181,1
17184,1
17187,1
17191,1
17194,2
17197,1
17200,1
17203,1
17204,1
17206,1
17207,1
17213,4
17219,2
17226,2
17229,1
17232,1
17235,1
17241,1
17245,1
17248,1
17254,1
17258,1
17264,1
17267,1
17270,1
17271,1
17277,1
17280,2
17286,2
17289,1
17293,1
17299,1
17303,1
17305,1
17308,1
17312,3
17315,1
17318,1
17319,2
17322,1
17328,3
17331,2
17344,2
17347,1
17348,1
17350,1
17353,1
17360,3
17367,3
17369,1
17370,1
17376,4
17379,2
17382,1
17386,1
17388,1
17389,1
17392,2
17395,1
17398,2
17401,1
17402,1
17411,1
17412,1
17415,2
17420,1
17421,1
17424,2
17428,1
17431,1
17434,1
17437,2
17440,2
17446,1
17449,3
17450,2
17453,3
17456,4
17459,1
17460,1
17462,1
17463,1
17465,2
17466,1
17472,1
17476,1
17478,1
17479,1
17481,1
17488,5
17491,3
17495,1
17501,1
17504,1
17510,1
17511,1
17517,2
17520,3
17523,1
17527,2
17529,1
17530,2
17532,2
17533,1
17536,1
17539,1
17542,1
17543,1
17545,1
17549,1
17552,1
17559,1
17561,3
17565,1
17568,2
17574,2
17575,2
17577,1
17578,1
17584,1
17587,2
17588,1
17590,3
17591,2
17593,1
17594,1
17597,3
17603,2
17604,1
17607,1
17610,3
17613,3
17616,3
17619,2
17622,1
17623,1
17629,1
17632,1
17635,1
17639,2
17642,1
17648,2
17654,3
17657,1
17661,1
17664,3
17667,1
17668,1
17670,1
17671,3
17674,2
17676,1
17677,1
17680,3
17683,1
17684,2
17686,1
17687,1
17690,2
17692,1
17693,1
17696,1
17699,3
17700,1
17702,2
17705,2
17708,1
17709,3
17715,3
17718,4
17719,1
17721,1
17722,1
17724,1
17725,3
17728,5
17731,2
17732,2
17734,1
17738,3
17741,2
17744,2
17747,4
17748,1
17751,4
17753,1
17754,2
17760,1
17763,1
17764,1
17766,2
17770,4
17772,1
17773,3
17776,2
17779,5
17780,1
17782,2
17783,2
17785,1
17786,2
17789,1
17792,1
17795,2
17796,1
17798,2
17799,2
17804,1
17805,4
17808,4
17811,3
17812,2
17814,2
17815,3
17817,4
17818,2
17820,1
17821,5
17824,3
17827,1
17828,1
17830,4
17831,1
17833,3
17834,2
17837,4
17840,2
17843,4
17844,2
17846,1
17849,2
17852,3
17853,1
17856,5
17859,4
17863,4
17868,1
17869,1
17872,2
17875,4
17878,4
17879,5
17881,3
17882,1
17884,1
17885,4
17888,7
17891,4
17892,1
17894,5
17895,2
17898,2
17901,1
17904,4
17907,7
17910,3
17911,1
17913,1
17914,2
17917,5
17920,1
17923,5
17926,3
17927,1
17929,1
17930,5
17933,3
17936,4
17939,3
17942,3
17943,2
17945,1
17948,1
17949,5
17952,5
17955,6
17958,3
17959,3
17961,3
17965,4
17968,5
17971,4
17974,2
17975,1
17977,1
17980,1
17981,7
17984,5
17987,3
17990,4
17993,1
17994,4
17996,1
17997,5
18000,6
18003,3
18004,1
18006,4
18007,2
18009,1
18010,4
18012,1
18013,3
18016,6
18019,4
18022,6
18023,1
18026,3
18029,2
18032,1
18035,4
18036,1
18038,5
18039,3
18041,2
18042,3
18044,1
18045,5
18048,7
18051,4
18054,6
18055,4
18057,4
18058,3
18060,2
18061,2
18064,7
18067,2
18068,2
18070,4
18071,4
18073,2
18074,6
18076,1
18077,4
18080,7
18083,8
18084,1
18086,3
18087,1
18089,1
18090,1
18092,2
18093,1
18096,8
18099,5
18102,1
18103,2
18105,4
18106,5
18108,3
18109,6
18112,4
18115,6
18116,1
18118,1
18119,2
18121,1
18122,2
18124,3
18125,7
18128,2
18131,3
18134,5
18135,4
18138,4
18140,2
18141,4
18144,6
18147,11
18148,2
18150,5
18151,6
18153,3
18154,2
18156,1
18157,3
18160,13
18163,3
18166,5
18167,3
18169,4
18170,2
18172,1
18173,5
18176,8
18179,12
18182,8
18183,6
18185,5
18186,5
18189,1
18192,4
18195,8
18196,1
