7657,1
7901,1
7971,1
8025,1
8052,1
8092,1
8093,1
8096,1
8115,1
8141,1
8160,1
8182,1
8185,1
8195,1
8227,1
8230,1
8243,1
8252,1
8253,1
8262,1
8272,2
8275,1
8276,2
8282,2
8295,1
8298,1
8304,1
8307,1
8320,1
8323,1
8326,1
8330,2
8339,1
8342,1
8349,1
8352,1
8355,1
8358,1
8368,2
8377,1
8381,1
8387,2
8388,1
8391,1
8396,1
8397,1
8406,1
8426,1
8428,1
8429,1
8432,2
8458,1
8464,1
8470,1
8486,1
8487,1
8489,1
8502,1
8505,1
8506,1
8525,1
8535,1
8541,1
8544,1
8547,1
8550,2
8553,1
8554,1
8557,1
8566,1
8567,1
8570,1
8573,1
8576,1
8579,1
8589,3
8592,2
8599,1
8602,1
8605,2
8608,1
8611,1
8614,1
8618,2
8621,1
8627,3
8631,1
8640,2
8643,1
8646,2
8647,1
8649,1
8656,2
8659,2
8660,1
8662,1
8666,2
8669,1
8672,2
8678,1
8685,2
8688,1
8691,1
8694,1
8695,1
8698,3
8700,1
8701,1
8704,3
8707,1
8710,4
8711,1
8717,2
8720,1
8723,3
8724,2
8727,1
8729,1
8730,2
8732,1
8733,3
8736,4
8752,3
8755,3
8762,1
8768,3
8771,1
8774,2
8775,1
8777,1
8778,1
8780,1
8781,1
8787,1
8790,1
8793,3
8794,3
8797,2
8800,4
8803,1
8806,1
8807,1
8812,2
8813,1
8816,3
8819,1
8822,1
8826,2
8829,1
8832,3
8835,1
8836,2
8838,1
8839,1
8841,1
8845,3
8848,2
8851,2
8852,1
8854,3
8855,2
8857,1
8860,1
8861,3
8864,3
8867,1
8871,1
8874,3
8877,3
8880,4
8883,2
8886,1
8887,4
8889,1
8893,2
8896,3
8900,1
8902,2
8903,3
8905,1
8909,3
8915,2
8916,1
8918,2
8919,2
8921,3
8924,1
8925,2
8928,4
8931,3
8932,3
8934,2
8935,1
8937,1
8938,1
8940,1
8941,2
8944,3
8947,2
8950,3
8951,1
8953,1
8954,5
8956,1
8957,3
8960,6
8964,2
8966,1
8967,1
8970,3
8972,2
8973,3
8976,2
8979,3
8982,3
8986,1
8989,4
8992,1
8995,2
8996,3
8998,2
8999,2
9002,4
9005,2
9008,2
9012,1
9014,1
9015,1
9018,1
9020,1
9021,1
9024,4
9027,2
9030,6
9031,1
9034,2
9037,1
9040,2
9043,1
9046,1
9047,1
9049,2
9050,4
9052,3
9056,2
9062,1
9065,1
9066,1
9069,1
9072,3
9076,1
9078,4
9079,1
9084,1
9085,4
9088,2
9091,4
9092,1
9097,1
9098,3
9101,1
9104,2
9107,1
9108,1
9110,4
9111,1
9116,1
9117,1
9120,1
9127,1
9129,1
9136,2
9139,1
9140,1
9142,3
9145,2
9146,1
9149,3
9152,1
9155,1
9156,1
9158,2
9161,2
9162,3
9164,1
9165,2
9168,1
9171,2
9174,1
9178,1
9184,2
9187,3
9193,2
9196,1
9197,3
9203,3
9204,1
9206,2
9207,3
9210,1
9213,1
9216,2
9219,1
9220,1
9222,1
9225,1
9229,3
9232,5
9235,2
9238,2
9239,1
9241,1
9242,1
9245,2
9248,1
9251,2
9254,2
9255,2
9257,1
9258,4
9261,1
9264,1
9267,3
